critical_count,serious_count,minor_count,inspection_id
2.0,0.0,0.0,2282506
3.0,2.0,2.0,2282388
0.0,1.0,0.0,2282386
1.0,0.0,0.0,2282414
2.0,0.0,0.0,2282402
0.0,1.0,0.0,2282403
2.0,0.0,1.0,2282415
2.0,2.0,2.0,2282430
0.0,0.0,0.0,2282434
3.0,1.0,1.0,2282437
3.0,0.0,0.0,2282421
3.0,1.0,0.0,2282420
3.0,0.0,0.0,2282431
1.0,0.0,2.0,2282440
2.0,0.0,1.0,2282428
2.0,0.0,0.0,2282416
2.0,2.0,1.0,2282439
2.0,0.0,0.0,2282427
2.0,1.0,0.0,2282410
2.0,0.0,0.0,2282344
2.0,0.0,0.0,2282362
2.0,0.0,2.0,2282330
2.0,3.0,2.0,2282365
1.0,1.0,1.0,2282304
1.0,2.0,1.0,2282356
2.0,2.0,7.0,2282343
2.0,0.0,0.0,2282350
2.0,1.0,1.0,2282296
3.0,0.0,2.0,2282321
2.0,1.0,1.0,2282353
2.0,0.0,1.0,2282360
3.0,2.0,2.0,2282331
2.0,2.0,2.0,2282317
2.0,1.0,1.0,2282324
1.0,0.0,3.0,2282338
5.0,0.0,2.0,2282363
0.0,0.0,0.0,2282295
2.0,1.0,0.0,2282358
2.0,1.0,1.0,2282340
3.0,0.0,2.0,2282246
2.0,0.0,0.0,2282260
0.0,0.0,0.0,2282257
2.0,0.0,0.0,2282286
2.0,1.0,1.0,2280192
1.0,0.0,0.0,2282279
2.0,2.0,3.0,2282267
2.0,1.0,1.0,2282239
0.0,0.0,0.0,2282265
2.0,2.0,2.0,2282235
1.0,0.0,0.0,2280194
4.0,0.0,2.0,2282268
2.0,1.0,0.0,2282240
2.0,1.0,1.0,2282253
1.0,2.0,0.0,2282223
2.0,0.0,0.0,2282280
2.0,0.0,0.0,2282277
1.0,1.0,1.0,2280208
3.0,2.0,1.0,2282274
1.0,1.0,0.0,2282264
1.0,1.0,1.0,2282273
1.0,1.0,2.0,2282243
3.0,4.0,0.0,2282251
2.0,1.0,1.0,2280202
0.0,1.0,0.0,2282282
2.0,1.0,1.0,2282259
2.0,0.0,0.0,2280199
0.0,1.0,1.0,2280171
1.0,0.0,1.0,2280137
1.0,0.0,0.0,2280150
2.0,1.0,0.0,2280172
0.0,0.0,0.0,2280154
3.0,0.0,1.0,2280177
2.0,0.0,0.0,2280140
1.0,0.0,1.0,2280126
3.0,4.0,3.0,2280127
0.0,0.0,0.0,2280179
0.0,0.0,1.0,2280134
0.0,0.0,3.0,2280138
2.0,2.0,1.0,2280123
3.0,1.0,3.0,2280174
2.0,2.0,1.0,2280151
2.0,0.0,2.0,2280036
0.0,1.0,0.0,2280063
3.0,1.0,4.0,2280103
2.0,0.0,1.0,2280080
3.0,0.0,3.0,2280081
0.0,0.0,0.0,2280104
1.0,1.0,1.0,2280101
1.0,2.0,0.0,2280042
0.0,0.0,0.0,2280059
0.0,0.0,1.0,2280087
3.0,2.0,2.0,2280034
2.0,0.0,0.0,2280021
3.0,2.0,0.0,2280110
2.0,1.0,3.0,2280061
0.0,0.0,1.0,2280030
2.0,0.0,0.0,2280076
0.0,0.0,1.0,2280090
0.0,0.0,1.0,2280073
2.0,1.0,3.0,2280058
0.0,0.0,2.0,2280084
0.0,0.0,0.0,2280105
2.0,1.0,0.0,2280045
0.0,1.0,1.0,2280026
2.0,3.0,1.0,2280025
3.0,0.0,1.0,2280077
3.0,3.0,2.0,2280040
2.0,2.0,2.0,2280100
2.0,1.0,1.0,2280113
0.0,0.0,0.0,2280032
4.0,1.0,1.0,2280003
0.0,0.0,0.0,2279962
3.0,2.0,2.0,2279957
3.0,0.0,3.0,2279953
3.0,4.0,0.0,2279947
2.0,1.0,1.0,2279954
3.0,0.0,3.0,2279991
2.0,2.0,5.0,2279999
2.0,0.0,1.0,2279941
0.0,1.0,0.0,2280001
2.0,1.0,1.0,2279974
3.0,1.0,0.0,2280004
0.0,1.0,0.0,2279939
2.0,1.0,1.0,2279982
1.0,0.0,0.0,2279961
2.0,0.0,0.0,2279967
2.0,1.0,0.0,2279935
3.0,1.0,1.0,2280006
2.0,0.0,0.0,2280008
2.0,2.0,4.0,2279986
2.0,1.0,0.0,2279994
2.0,2.0,1.0,2279988
0.0,0.0,1.0,2279992
0.0,0.0,3.0,2279955
4.0,0.0,0.0,2280011
2.0,3.0,1.0,2279984
3.0,4.0,0.0,2279960
0.0,0.0,0.0,2279864
1.0,1.0,2.0,2279884
3.0,2.0,3.0,2279888
2.0,2.0,1.0,2279879
2.0,1.0,1.0,2279920
1.0,1.0,2.0,2279878
1.0,0.0,2.0,2279898
0.0,1.0,4.0,2279900
2.0,1.0,0.0,2279886
2.0,0.0,1.0,2279880
3.0,0.0,1.0,2279890
0.0,1.0,3.0,2279877
3.0,3.0,2.0,2279922
3.0,1.0,1.0,2279885
4.0,0.0,0.0,2279915
5.0,2.0,2.0,2279904
3.0,1.0,2.0,2279902
0.0,0.0,0.0,2279917
2.0,0.0,1.0,2279853
0.0,0.0,0.0,2279867
1.0,2.0,0.0,2279872
6.0,2.0,2.0,2279911
2.0,0.0,0.0,2279874
3.0,1.0,1.0,2279803
3.0,2.0,4.0,2279813
1.0,1.0,0.0,2279792
2.0,2.0,1.0,2279791
3.0,2.0,2.0,2279796
0.0,1.0,4.0,2279800
2.0,0.0,0.0,2279794
1.0,1.0,1.0,2279833
0.0,0.0,1.0,2279807
2.0,1.0,2.0,2279828
1.0,0.0,1.0,2279838
0.0,0.0,0.0,2279766
2.0,0.0,0.0,2279841
3.0,0.0,0.0,2279824
2.0,0.0,0.0,2279795
3.0,2.0,0.0,2279793
1.0,0.0,3.0,2279806
3.0,0.0,1.0,2279825
3.0,2.0,0.0,2279789
0.0,2.0,2.0,2279783
2.0,3.0,1.0,2279739
0.0,1.0,0.0,2279740
2.0,0.0,1.0,2279728
3.0,2.0,1.0,2279733
2.0,2.0,1.0,2279731
2.0,2.0,1.0,2279724
0.0,0.0,0.0,2279700
1.0,2.0,1.0,2279684
2.0,1.0,0.0,2279712
0.0,0.0,1.0,2279713
3.0,2.0,1.0,2279708
0.0,1.0,0.0,2279707
2.0,2.0,0.0,2279699
2.0,0.0,0.0,2279698
0.0,0.0,1.0,2279701
3.0,3.0,3.0,2279721
0.0,0.0,0.0,2279638
2.0,1.0,0.0,2279667
1.0,2.0,3.0,2279611
6.0,2.0,4.0,2279682
5.0,1.0,0.0,2279651
0.0,0.0,0.0,2279629
0.0,2.0,0.0,2279640
3.0,0.0,1.0,2279604
2.0,2.0,0.0,2279650
1.0,2.0,2.0,2279648
4.0,2.0,1.0,2279620
1.0,1.0,1.0,2279614
0.0,3.0,1.0,2279666
0.0,0.0,0.0,2279653
0.0,0.0,2.0,2279641
1.0,1.0,0.0,2279632
3.0,2.0,0.0,2279602
2.0,1.0,0.0,2279659
2.0,2.0,0.0,2279595
2.0,1.0,0.0,2279623
2.0,3.0,0.0,2279605
4.0,1.0,1.0,2279672
3.0,2.0,2.0,2279678
1.0,0.0,1.0,2279647
0.0,0.0,0.0,2279664
2.0,0.0,0.0,2279588
1.0,0.0,0.0,2279530
3.0,3.0,3.0,2279571
3.0,2.0,2.0,2279576
6.0,3.0,0.0,2279573
2.0,0.0,0.0,2279563
1.0,0.0,0.0,2279529
0.0,2.0,0.0,2279523
1.0,0.0,0.0,2279538
2.0,2.0,0.0,2279569
2.0,1.0,0.0,2279577
3.0,1.0,0.0,2279580
0.0,0.0,2.0,2279560
0.0,0.0,0.0,2279565
1.0,0.0,0.0,2279524
2.0,1.0,2.0,2279540
2.0,2.0,3.0,2279527
0.0,1.0,0.0,2279542
0.0,0.0,0.0,2279463
2.0,1.0,2.0,2279470
0.0,0.0,0.0,2279502
3.0,2.0,1.0,2279476
0.0,1.0,0.0,2279497
1.0,0.0,1.0,2279461
3.0,3.0,4.0,2279493
0.0,2.0,1.0,2279507
2.0,2.0,2.0,2279514
2.0,0.0,0.0,2279506
1.0,1.0,1.0,2279452
3.0,0.0,2.0,2279468
2.0,1.0,1.0,2279486
2.0,2.0,2.0,2279490
4.0,1.0,4.0,2279508
0.0,0.0,0.0,2279473
2.0,1.0,0.0,2279515
3.0,1.0,0.0,2279465
2.0,0.0,0.0,2279491
5.0,2.0,0.0,2279495
2.0,1.0,0.0,2279509
2.0,2.0,2.0,2279505
2.0,1.0,1.0,2279406
0.0,1.0,0.0,2279403
2.0,1.0,0.0,2279444
0.0,0.0,0.0,2279424
2.0,2.0,0.0,2279376
2.0,3.0,1.0,2279374
3.0,3.0,2.0,2279382
3.0,1.0,2.0,2279428
0.0,0.0,0.0,2279395
4.0,1.0,1.0,2279440
1.0,1.0,0.0,2279423
2.0,0.0,1.0,2279426
0.0,0.0,0.0,2279446
3.0,0.0,1.0,2279383
2.0,1.0,1.0,2279432
2.0,0.0,1.0,2279438
2.0,2.0,3.0,2279435
2.0,0.0,1.0,2279433
0.0,0.0,1.0,2279378
1.0,0.0,0.0,2279429
3.0,1.0,2.0,2279427
0.0,1.0,0.0,2279437
2.0,0.0,1.0,2279391
6.0,3.0,1.0,2279417
0.0,0.0,1.0,2279419
0.0,0.0,3.0,2279342
2.0,1.0,0.0,2279316
2.0,1.0,0.0,2279293
2.0,1.0,1.0,2279356
1.0,2.0,1.0,2279349
1.0,1.0,1.0,2279358
0.0,0.0,0.0,2279311
0.0,2.0,1.0,2279325
3.0,1.0,0.0,2279344
1.0,3.0,2.0,2279291
2.0,1.0,1.0,2279317
1.0,0.0,0.0,2279304
1.0,0.0,0.0,2279297
3.0,0.0,2.0,2279333
2.0,1.0,1.0,2279312
3.0,1.0,0.0,2279346
2.0,1.0,0.0,2279331
2.0,2.0,2.0,2279340
2.0,2.0,2.0,2279343
1.0,1.0,1.0,2279353
3.0,0.0,0.0,2279283
2.0,1.0,1.0,2279330
2.0,2.0,1.0,2279305
3.0,1.0,0.0,2279334
1.0,0.0,0.0,2279322
5.0,2.0,1.0,2279276
0.0,1.0,3.0,2279267
2.0,1.0,0.0,2279272
2.0,1.0,0.0,2279278
3.0,1.0,2.0,2279279
3.0,2.0,2.0,2279275
2.0,0.0,1.0,2279274
4.0,1.0,1.0,2279271
0.0,0.0,0.0,2279235
0.0,2.0,2.0,2279226
2.0,1.0,0.0,2269192
2.0,1.0,0.0,2279243
3.0,0.0,2.0,2269180
2.0,1.0,0.0,2279244
2.0,0.0,1.0,2279234
2.0,2.0,4.0,2269179
1.0,1.0,1.0,2269203
0.0,0.0,0.0,2279219
2.0,0.0,0.0,2279238
2.0,0.0,0.0,2279242
2.0,1.0,1.0,2279220
3.0,0.0,0.0,2279265
0.0,0.0,0.0,2279232
2.0,0.0,1.0,2269207
2.0,1.0,2.0,2279246
0.0,0.0,1.0,2269196
0.0,0.0,0.0,2279233
3.0,2.0,3.0,2279241
0.0,0.0,0.0,2279223
3.0,3.0,2.0,2279256
2.0,2.0,5.0,2269166
2.0,1.0,1.0,2269171
6.0,1.0,2.0,2269170
4.0,2.0,0.0,2269169
3.0,1.0,0.0,2269167
2.0,1.0,2.0,2269141
1.0,0.0,0.0,2269147
3.0,3.0,3.0,2269131
0.0,0.0,0.0,2269096
0.0,0.0,2.0,2269135
2.0,0.0,0.0,2269126
2.0,1.0,0.0,2269150
1.0,0.0,1.0,2269100
3.0,0.0,0.0,2269137
1.0,1.0,0.0,2269111
0.0,0.0,0.0,2269161
0.0,0.0,0.0,2269160
2.0,1.0,0.0,2269140
4.0,4.0,0.0,2269151
1.0,1.0,2.0,2269093
1.0,0.0,0.0,2269129
2.0,1.0,3.0,2269108
1.0,0.0,0.0,2269143
2.0,0.0,1.0,2269003
1.0,1.0,1.0,2269032
2.0,1.0,2.0,2269015
2.0,2.0,3.0,2269029
2.0,0.0,3.0,2269009
2.0,3.0,0.0,2269031
0.0,0.0,0.0,2269058
3.0,1.0,4.0,2269068
3.0,0.0,0.0,2269063
0.0,0.0,1.0,2269064
5.0,5.0,8.0,2269090
2.0,2.0,0.0,2269070
0.0,0.0,0.0,2269077
1.0,1.0,3.0,2269053
3.0,1.0,2.0,2269087
3.0,0.0,0.0,2269074
2.0,1.0,2.0,2269066
2.0,2.0,1.0,2269067
0.0,1.0,0.0,2269056
2.0,0.0,0.0,2269065
2.0,0.0,2.0,2269071
5.0,2.0,2.0,2269081
3.0,2.0,4.0,2269060
2.0,0.0,0.0,2269078
3.0,1.0,2.0,2269076
0.0,0.0,2.0,2269089
4.0,0.0,2.0,2269050
1.0,0.0,0.0,2269044
2.0,0.0,1.0,2269042
1.0,1.0,2.0,2269034
2.0,0.0,2.0,2269039
1.0,0.0,0.0,2268942
0.0,0.0,0.0,2268996
3.0,2.0,1.0,2268979
3.0,1.0,1.0,2268981
2.0,0.0,1.0,2268991
1.0,0.0,1.0,2268961
2.0,1.0,0.0,2268983
2.0,0.0,0.0,2268946
2.0,0.0,1.0,2268959
1.0,0.0,0.0,2268998
0.0,0.0,0.0,2268984
2.0,0.0,1.0,2268987
3.0,1.0,1.0,2268994
0.0,0.0,1.0,2268990
2.0,0.0,2.0,2268957
1.0,2.0,0.0,2268943
2.0,1.0,1.0,2268972
5.0,2.0,4.0,2268964
1.0,0.0,0.0,2268985
2.0,2.0,1.0,2268947
0.0,0.0,0.0,2268909
0.0,1.0,0.0,2268887
2.0,0.0,0.0,2268870
1.0,2.0,1.0,2268929
0.0,0.0,0.0,2268867
2.0,1.0,1.0,2268906
5.0,2.0,2.0,2268916
4.0,1.0,0.0,2268898
3.0,0.0,1.0,2268925
4.0,1.0,0.0,2268928
4.0,0.0,2.0,2268917
1.0,0.0,1.0,2268924
3.0,2.0,1.0,2268923
1.0,0.0,0.0,2268888
2.0,0.0,0.0,2268933
0.0,0.0,0.0,2268902
1.0,0.0,1.0,2268869
2.0,0.0,0.0,2268877
2.0,0.0,2.0,2268865
2.0,1.0,2.0,2268889
2.0,0.0,1.0,2268853
0.0,0.0,1.0,2268864
0.0,1.0,0.0,2268931
0.0,0.0,0.0,2268926
2.0,2.0,1.0,2268843
2.0,1.0,1.0,2268842
2.0,1.0,3.0,2268975
1.0,1.0,0.0,2268778
2.0,3.0,4.0,2268795
0.0,0.0,0.0,2268794
2.0,0.0,1.0,2268762
1.0,1.0,1.0,2268832
1.0,2.0,0.0,2268830
0.0,0.0,1.0,2268818
4.0,2.0,1.0,2268769
0.0,0.0,0.0,2268808
4.0,0.0,1.0,2268766
0.0,0.0,1.0,2268764
4.0,0.0,1.0,2268827
2.0,0.0,0.0,2268820
1.0,1.0,0.0,2268824
1.0,0.0,1.0,2268791
2.0,1.0,1.0,2268836
0.0,0.0,0.0,2268813
0.0,1.0,0.0,2268787
1.0,1.0,1.0,2268831
1.0,0.0,1.0,2268822
0.0,0.0,4.0,2268782
1.0,2.0,1.0,2268809
0.0,1.0,1.0,2268819
1.0,3.0,1.0,2268775
2.0,0.0,1.0,2268777
2.0,1.0,0.0,2268829
0.0,0.0,0.0,2268786
2.0,1.0,1.0,2268738
1.0,0.0,0.0,2268729
3.0,3.0,1.0,2268733
3.0,1.0,0.0,2268705
0.0,0.0,1.0,2268722
2.0,0.0,0.0,2268711
0.0,0.0,1.0,2268720
2.0,2.0,1.0,2268744
3.0,3.0,1.0,2268685
2.0,0.0,2.0,2268743
3.0,1.0,1.0,2268742
2.0,1.0,1.0,2268727
2.0,1.0,0.0,2268734
2.0,0.0,0.0,2268741
3.0,0.0,0.0,2268694
1.0,0.0,2.0,2268725
0.0,0.0,0.0,2268700
2.0,3.0,0.0,2268701
1.0,0.0,0.0,2268837
0.0,0.0,1.0,2268740
2.0,1.0,1.0,2268699
0.0,1.0,1.0,2268716
2.0,1.0,0.0,2268726
3.0,1.0,1.0,2268739
